meetingplaceref,meetingplacesystemid,meetingplaceid,caseref,meetingplace_place,inversion,location,createdby,createdate,lastupdatedby,lastupdatedon
MP/JO/582,JO,582,C/JO/3059,,false,between mill and park,jhm,2002-06-27T14:38:51,jhm,2002-06-27T14:38:58
MP/JO/583,JO,583,C/JO/3059,Hilltop,false,above Kincardine,jhm,2002-06-27T14:38:58,jhm,2002-06-27T14:39:09
MP/JO/584,JO,584,C/JO/3068,House,false,neighbour's house,jhm,2002-07-02T09:21:58,jhm,2002-07-02T09:22:10
MP/JO/585,JO,585,C/EGD/297,House,false,neighbour's house,jhm,2002-07-03T16:23:59,jhm,2002-07-03T16:25:13
MP/JO/586,JO,586,C/EGD/297,Cross,false,Alloa cross,jhm,2002-07-04T10:57:34,jhm,2002-07-04T10:57:39
MP/JO/587,JO,587,C/EGD/297,,false,Cunigar?,jhm,2002-07-04T10:57:42,jhm,2002-07-04T10:57:47
MP/JO/588,JO,588,C/EGD/297,Barn,false,at barn door,jhm,2002-07-04T10:58:26,jhm,2002-07-04T10:58:47
MP/JO/589,JO,589,C/EGD/297,House,false,other person's house,jhm,2002-07-04T10:58:48,jhm,2002-07-04T10:59:08
MP/JO/590,JO,590,C/EGD/294,Meadow,false,,jhm,2002-07-04T11:49:57,jhm,2002-11-13T12:37:48
MP/JO/591,JO,591,C/EGD/294,Burn,false,Bagraburn,jhm,2002-07-04T11:50:00,jhm,2002-07-04T14:16:09
MP/JO/592,JO,592,C/EGD/294,House,false,other people's houses,jhm,2002-07-04T11:50:26,jhm,2002-07-04T11:50:36
MP/JO/593,JO,593,C/EGD/291,Meadow,false,,jhm,2002-07-04T14:01:51,jhm,2002-11-13T12:38:06
MP/JO/594,JO,594,C/EGD/291,House,false,other people's house,jhm,2002-07-04T14:01:55,jhm,2002-07-04T14:02:06
MP/JO/595,JO,595,C/EGD/293,Meadow,false,,jhm,2002-07-04T15:17:20,jhm,2002-11-13T12:38:38
MP/JO/596,JO,596,C/EGD/293,Burn,false,Bagraburn,jhm,2002-07-04T15:17:24,jhm,2002-07-04T15:17:31
MP/JO/597,JO,597,C/EGD/293,House,false,other person's house,jhm,2002-07-04T15:17:31,jhm,2002-07-04T15:17:52
MP/JO/598,JO,598,C/EGD/293,Barn,false,,jhm,2002-07-04T15:18:33,jhm,2002-07-04T15:18:46
MP/JO/599,JO,599,C/EGD/1746,House,false,own house,jhm,2002-07-10T13:10:26,jhm,2002-07-10T13:10:52
MP/JO/600,JO,600,C/EGD/2373,Town wall,false,"town wall at West Post, Edinburgh",jhm,2002-07-11T10:56:04,jhm,2002-07-11T10:58:34
MP/JO/601,JO,601,C/EGD/2373,Quarry,false,Quarrell hole (quarry),jhm,2002-07-11T10:58:37,jhm,2002-07-11T10:59:10
MP/JO/602,JO,602,C/EGD/2373,,false,place of Merchiston,jhm,2002-07-11T11:04:49,jhm,2002-07-11T11:05:07
MP/JO/603,JO,603,C/EGD/1813,Hilltop,false,Corstorphine hill,jhm,2002-07-11T12:47:44,jhm,2002-07-11T12:47:58
MP/JO/604,JO,604,C/EGD/1813,Park,false,,jhm,2002-07-11T12:47:59,jhm,2002-07-11T12:48:13
MP/JO/605,JO,605,C/EGD/1628,Park,false,,jhm,2002-07-11T13:45:06,jhm,2002-07-11T13:45:13
MP/JO/606,JO,606,C/JO/3093,House,false,her own house,jhm,2002-07-18T10:29:07,jhm,2002-07-18T10:29:28
MP/JO/622,JO,622,C/EGD/2446,Loan,false,Pittenweem,jhm,2002-08-02T15:10:36,jhm,2002-08-02T15:11:08
MP/JO/623,JO,623,C/EGD/830,Loan,false,Pittenweem,jhm,2002-08-02T15:16:00,jhm,2002-08-02T15:16:06
MP/JO/624,JO,624,C/EGD/831,Moor,false,Ceres Moor,jhm,2002-08-02T15:28:16,jhm,2002-08-02T15:28:22
MP/JO/625,JO,625,C/EGD/2446,Tolbooth,false,Laigh Tolbooth,jhm,2002-08-02T15:36:17,jhm,2002-08-06T09:40:46
MP/JO/626,JO,626,C/EGD/2444,House,false,McGregor's house,jhm,2002-08-02T15:38:29,jhm,2002-08-02T15:38:39
MP/JO/646,JO,646,C/EGD/1533,Moor,false,Corsmore,jhm,2002-08-27T09:51:52,jhm,2002-08-27T09:53:27
MP/JO/647,JO,647,C/EGD/1533,,false,between Kilmachalmok and Edinmore,jhm,2002-08-27T10:03:37,jhm,2002-08-27T10:05:00
MP/JO/648,JO,648,C/EGD/1533,Moor,false,between Mikell Kilmorie and Killeferne Moore,jhm,2002-08-27T10:06:01,jhm,2002-08-27T10:06:43
MP/JO/649,JO,649,C/EGD/1533,,false,Lochfyne,jhm,2002-08-27T10:07:16,jhm,2002-08-27T10:07:21
MP/JO/650,JO,650,C/EGD/1527,House,false,own house,jhm,2002-08-27T10:26:54,jhm,2002-08-27T10:27:12
MP/JO/651,JO,651,C/EGD/1527,,false,Cregandow or Bute quay,jhm,2002-08-27T10:27:20,jhm,2002-08-27T10:27:33
MP/JO/652,JO,652,C/JO/3246,Field,false,Faldtombuie,jhm,2002-08-27T11:56:58,jhm,2002-08-27T11:57:18
MP/JO/653,JO,653,C/JO/3246,Yard,false,Caleyaird,jhm,2002-08-27T11:57:30,jhm,2002-08-27T11:57:47
MP/JO/654,JO,654,C/JO/3246,Hilltop,false,Kilmory,jhm,2002-08-27T11:59:29,jhm,2002-08-27T12:06:10
MP/JO/655,JO,655,C/JO/3247,Hilltop,false,"Ardturr and Glackiriska, Appin",jhm,2002-08-27T13:45:16,jhm,2002-08-27T13:45:55
MP/JO/656,JO,656,C/JO/3247,,false,Lismore,jhm,2002-08-27T13:49:17,jhm,2002-08-27T13:49:20
MP/JO/657,JO,657,C/JO/3247,Fairy mound,false,Shian of Barcaldine,jhm,2002-08-27T13:49:22,jhm,2002-08-27T13:50:05
MP/JO/658,JO,658,C/JO/3248,,false,Knockanrioch,jhm,2002-08-28T10:00:46,jhm,2002-08-28T10:01:02
MP/JO/659,JO,659,C/JO/3248,,false,Bute quay,jhm,2002-08-28T10:14:42,jhm,2002-08-28T10:14:52
MP/JO/66,JO,66,C/EGD/604,Shore,false,Bute Quau,jhm,2001-06-27T12:13:09,jhm,2002-08-27T11:20:57
MP/JO/660,JO,660,C/JO/3071,House,false,Neighbour's house,jhm,2002-09-26T12:57:23,jhm,2002-09-26T12:57:39
MP/LA/1,LA,1,C/EGD/160,Hilltop,false,Dounhill of Spott,LEM,2001-05-17T10:49:52,LEM,2001-05-17T10:50:38
MP/LA/10,LA,10,C/EGD/166,Valley,false,Den betwixt Nidrie and Edmestoun,LEM,2001-05-18T15:15:24,LEM,2001-05-21T11:22:06
MP/LA/100,LA,100,C/EGD/364,Dam,false,Newtown Deinhead,LEM,2001-06-29T11:55:56,LEM,2001-06-29T11:56:05
MP/LA/102,LA,102,C/EGD/384,Shore,false,on the other side of the water,LEM,2001-06-29T12:24:32,LEM,2001-06-29T12:24:39
MP/LA/103,LA,103,C/EGD/384,House,false,her house,LEM,2001-06-29T12:24:40,LEM,2001-06-29T12:24:55
MP/LA/105,LA,105,C/EGD/381,Shore,false,near the bridge at the bank of John Ballingtyne's,LEM,2001-06-29T12:50:38,LEM,2001-07-17T12:01:29
MP/LA/106,LA,106,C/EGD/381,Yard,false,at her farm,LEM,2001-06-29T12:50:47,LEM,2001-06-29T12:50:51
MP/LA/107,LA,107,C/EGD/381,Road,false,between Skloutford and nether Liberton,LEM,2001-06-29T12:50:54,jhm,2002-11-05T15:12:52
MP/LA/108,LA,108,C/EGD/382,Dam,false,Causland dam,LEM,2001-06-29T13:01:14,jhm,2002-11-05T15:18:15
MP/LA/109,LA,109,C/EGD/382,Yard,false,back of Dalkeith yards,LEM,2001-06-29T13:01:28,jhm,2002-11-05T15:18:33
MP/LA/110,LA,110,C/EGD/382,Mill,false,Millgreen of Dalkeith,LEM,2001-06-29T13:01:40,jhm,2002-11-05T15:18:27
MP/LA/111,LA,111,C/EGD/385,Barn,false,her byre while milking,LEM,2001-06-29T13:18:56,LEM,2001-06-29T13:19:11
MP/LA/112,LA,112,C/EGD/390,Yard,false,just outside her house,LEM,2001-07-02T09:34:26,LEM,2001-07-02T09:34:33
MP/LA/113,LA,113,C/EGD/388,,false,Gilmerton Ward,LEM,2001-07-02T09:48:36,LEM,2001-07-02T09:49:04
MP/LA/114,LA,114,C/EGD/389,House,false,his own,LEM,2001-07-02T09:59:22,LEM,2001-07-02T09:59:32
MP/LA/115,LA,115,C/EGD/389,Yard,false,Lady Laytoun's,LEM,2001-07-02T09:59:44,LEM,2001-07-02T09:59:54
MP/LA/116,LA,116,C/EGD/389,Barn,false,drawing down of Robert Mitchell's,LEM,2001-07-02T09:59:58,LEM,2001-07-02T10:00:17
MP/LA/117,LA,117,C/EGD/391,Yard,false,neighbours yard dyke,LEM,2001-07-02T10:11:50,LEM,2001-07-02T10:11:58
MP/LA/118,LA,118,C/EGD/391,,false,Carthall,LEM,2001-07-02T10:12:02,LEM,2001-07-02T10:12:14
MP/LA/119,LA,119,C/EGD/386,Bed,false,her bed,LEM,2001-07-02T10:30:24,LEM,2001-07-02T10:31:13
MP/LA/12,LA,12,C/EGD/166,Hilltop,false,"a) Hugstoun Hillis, 12:00",LEM,2001-05-21T11:04:56,LEM,2001-05-21T11:07:55
MP/LA/120,LA,120,C/EGD/386,,false,stick gathering,LEM,2001-07-02T10:35:58,LEM,2001-07-02T10:36:02
MP/LA/121,LA,121,C/EGD/404,Hilltop,false,,LEM,2001-07-02T10:51:47,LEM,2001-07-02T10:52:10
MP/LA/122,LA,122,C/EGD/392,Hilltop,false,,LEM,2001-07-02T10:53:30,LEM,2001-07-02T10:53:33
MP/LA/123,LA,123,C/EGD/387,Hilltop,false,,LEM,2001-07-02T10:58:49,LEM,2001-07-02T10:58:51
MP/LA/124,LA,124,C/EGD/387,Bed,false,her own,LEM,2001-07-02T10:58:52,LEM,2001-07-02T10:58:58
MP/LA/125,LA,125,C/EGD/398,Shore,false,tweedsyde,LEM,2001-07-02T12:20:18,LEM,2001-07-02T12:20:30
MP/LA/126,LA,126,C/EGD/398,Dyke,false,green dykes,LEM,2001-07-02T12:20:32,LEM,2001-07-02T12:20:57
MP/LA/127,LA,127,C/EGD/395,Dyke,false,green dykes,LEM,2001-07-02T12:23:29,LEM,2001-07-02T12:23:36
MP/LA/128,LA,128,C/EGD/397,Dyke,false,green dykes,LEM,2001-07-02T12:26:04,LEM,2001-07-02T12:26:09
MP/LA/13,LA,13,C/EGD/166,Hilltop,false,b) Gairnetoun Hillis,LEM,2001-05-21T11:07:12,LEM,2001-05-21T11:08:04
MP/LA/130,LA,130,C/LA/2785,Dyke,false,green dyke,LEM,2001-07-02T12:31:57,LEM,2001-07-02T12:32:02
MP/LA/131,LA,131,C/LA/2786,Dyke,false,green dyke,LEM,2001-07-02T12:33:47,LEM,2001-07-02T12:33:57
MP/LA/132,LA,132,C/EGD/1954,Links,false,Duddingston,LEM,2001-07-02T13:17:54,LEM,2001-07-02T13:18:00
MP/LA/133,LA,133,C/EGD/400,Howe,false,howe by standing stone near Newbridge/Kirkliston,LEM,2001-07-02T15:38:18,jhm,2001-07-11T12:33:24
MP/LA/134,LA,134,C/EGD/400,Shore,false,Cliftonhall side of the water,LEM,2001-07-02T15:40:55,jhm,2001-07-11T12:35:00
MP/LA/135,LA,135,C/EGD/409,Dam,false,Newtoun Deam,LEM,2001-07-04T12:54:06,LEM,2001-07-04T12:54:27
MP/LA/136,LA,136,C/EGD/377,Dam,false,Newtown Dam,LEM,2001-07-04T13:23:10,jhm,2002-11-05T14:47:20
MP/LA/137,LA,137,C/EGD/370,House,false,Wolmet,LEM,2001-07-09T10:25:38,LEM,2001-07-09T10:25:43
MP/LA/138,LA,138,C/EGD/378,Hilltop,false,Blewhill,LEM,2001-07-09T10:46:31,LEM,2001-07-09T10:46:37
MP/LA/139,LA,139,C/LA/2798,Den,false,Newtown Dean,LEM,2001-07-09T12:56:42,LEM,2001-07-09T12:56:56
MP/LA/14,LA,14,C/EGD/166,Hilltop,false,bewest the castle of Dunce,LEM,2001-05-21T11:11:52,LEM,2001-05-21T11:12:10
MP/LA/140,LA,140,C/LA/2798,House,false,her house,LEM,2001-07-09T12:57:04,LEM,2001-07-09T12:57:09
MP/LA/141,LA,141,C/EGD/374,House,false,her own,LEM,2001-07-09T13:17:26,LEM,2001-07-09T13:18:35
MP/LA/142,LA,142,C/EGD/371,River,false,Newtown Burne,LEM,2001-07-09T13:46:52,LEM,2001-07-09T13:47:51
MP/LA/143,LA,143,C/EGD/392,Yard,false,Kirkyard of Dunfyre,LEM,2001-07-09T15:34:02,LEM,2001-07-10T10:15:10
MP/LA/149,LA,149,C/LA/2787,Yard,false,Lady Langtoun's yard,LEM,2001-07-10T09:26:00,LEM,2001-07-10T09:26:09
MP/LA/15,LA,15,C/EGD/166,Forest,false,Saltoun woid,LEM,2001-05-21T11:12:11,LEM,2001-05-21T11:12:55
MP/LA/151,LA,151,C/EGD/359,Well,false,Roland Rutherford's,LEM,2001-07-10T09:43:40,LEM,2001-07-10T09:43:55
MP/LA/152,LA,152,C/EGD/359,Ward,false,Gilmerton Ward,LEM,2001-07-10T09:44:01,LEM,2001-07-10T09:44:35
MP/LA/153,LA,153,C/EGD/360,Road,false,between William Graham's house and hers,LEM,2001-07-10T09:59:49,LEM,2001-07-10T10:00:06
MP/LA/154,LA,154,C/EGD/360,River,false,pow-burn on the route home from Edinburgh,LEM,2001-07-10T10:00:12,LEM,2001-07-10T10:00:45
MP/LA/155,LA,155,C/EGD/404,Road,false,coming from Brandis Milne,LEM,2001-07-10T10:05:10,LEM,2001-07-10T10:05:44
MP/LA/156,LA,156,C/EGD/387,Yard,false,Mortonhall Park,LEM,2001-07-10T10:11:00,LEM,2001-07-10T10:11:58
MP/LA/157,LA,157,C/EGD/415,Yard,false,Gilmerton Park,LEM,2001-07-10T15:25:01,LEM,2001-07-10T15:25:13
MP/LA/158,LA,158,C/EGD/335,Bush,false,,LEM,2001-07-11T10:37:03,LEM,2001-07-11T10:37:08
MP/LA/16,LA,16,C/EGD/166,Hilltop,false,Monkrig above the stob stane,LEM,2001-05-21T11:12:56,LEM,2001-05-21T11:13:45
MP/LA/160,LA,160,C/EGD/1374,Den,false,Hodin Dean,LEM,2001-07-11T12:11:16,LEM,2001-07-11T12:11:22
MP/LA/163,LA,163,C/EGD/1375,Den,false,hodin dean,LEM,2001-07-11T12:16:20,LEM,2001-07-11T12:16:25
MP/LA/164,LA,164,C/EGD/411,Den,false,hodin dean,LEM,2001-07-11T12:18:31,LEM,2001-07-11T12:19:28
MP/LA/166,LA,166,C/EGD/385,Road,false,while ridding a horse to the coal hill,LEM,2001-07-17T10:03:46,LEM,2001-07-17T10:05:17
MP/LA/167,LA,167,C/EGD/377,,false,Newtown,LEM,2001-07-17T10:17:15,LEM,2001-07-17T10:17:22
MP/LA/168,LA,168,C/EGD/381,House,false,either her's or William Tweedie's,LEM,2001-07-17T11:55:18,jhm,2002-11-05T15:12:38
MP/LA/17,LA,17,C/EGD/166,Links,false,Linkis of Prestoun,LEM,2001-05-21T11:13:48,LEM,2001-05-21T11:14:11
MP/LA/178,LA,178,C/LA/2876,River mouth,false,"Dee, beside the blockehous",LEM,2001-09-06T13:21:58,LEM,2001-09-06T13:23:34
MP/LA/179,LA,179,C/EGD/1243,River mouth,false,"Dee, near the blockehous",LEM,2001-09-06T13:26:33,LEM,2001-09-06T13:26:43
MP/LA/18,LA,18,C/EGD/166,Moor,false,Cauld Coit mure,LEM,2001-05-21T11:15:01,LEM,2001-05-21T11:19:10
MP/LA/180,LA,180,C/EGD/1242,River mouth,false,"Dee, beside the blockehous",LEM,2001-09-06T13:30:09,LEM,2001-09-06T13:30:22
MP/LA/181,LA,181,C/EGD/1241,River mouth,false,"Dee, beside the blockehous",LEM,2001-09-06T13:32:10,LEM,2001-09-06T13:32:33
MP/LA/182,LA,182,C/EGD/1244,River mouth,false,"Dee, beside the blockehous",LEM,2001-09-06T13:33:52,LEM,2001-09-06T13:34:05
MP/LA/183,LA,183,C/EGD/1245,River mouth,false,"Dee, beside the blockehous",LEM,2001-09-06T13:40:02,LEM,2001-09-06T13:40:23
MP/LA/184,LA,184,C/EGD/1246,River mouth,false,"Dee, beside the blockehous",LEM,2001-09-06T13:42:00,LEM,2001-09-06T13:42:08
MP/LA/185,LA,185,C/EGD/1247,River mouth,false,"Dee, beside the blockehous",LEM,2001-09-06T13:50:54,LEM,2001-09-06T13:51:09
MP/LA/186,LA,186,C/EGD/1248,River mouth,false,"Dee, near the blockehous",LEM,2001-09-06T15:07:21,LEM,2001-09-06T15:07:34
MP/LA/187,LA,187,C/EGD/1249,River mouth,false,"Dee, by the blockhous",LEM,2001-09-06T15:08:49,LEM,2001-09-06T15:09:03
MP/LA/188,LA,188,C/EGD/1250,River mouth,false,"Dee, by the blockehous",LEM,2001-09-06T15:11:06,LEM,2001-09-06T15:11:23
MP/LA/189,LA,189,C/EGD/1251,River mouth,false,"Dee, by the blockehous",LEM,2001-09-06T15:12:27,LEM,2001-09-06T15:12:40
MP/LA/19,LA,19,C/EGD/166,Road,false,c) heid of the broken Calsey of Niddry,LEM,2001-05-21T11:19:13,LEM,2001-05-21T11:24:36
MP/LA/190,LA,190,C/EGD/1252,River mouth,false,"Dee, by the blockehous",LEM,2001-09-06T15:14:25,LEM,2001-09-06T15:14:37
MP/LA/191,LA,191,C/EGD/606,Kirkyard,false,west Kirk of Culross,LEM,2001-09-07T10:42:18,LEM,2001-09-07T10:42:33
MP/LA/192,LA,192,C/EGD/607,Kirkyard,false,west kirk of Culross,LEM,2001-09-07T10:44:56,LEM,2001-09-07T10:45:06
MP/LA/193,LA,193,C/EGD/607,House,false,her own,LEM,2001-09-07T10:45:06,LEM,2001-09-07T10:45:12
MP/LA/194,LA,194,C/EGD/608,Kirkyard,false,west kirk of culross,LEM,2001-09-07T10:48:44,LEM,2001-09-07T10:48:53
MP/LA/195,LA,195,C/EGD/609,Kirkyard,false,west kirk of culross,LEM,2001-09-07T10:52:48,LEM,2001-09-07T10:52:56
MP/LA/196,LA,196,C/EGD/609,Bank Side,false,at her mother's house,LEM,2001-09-07T10:56:12,LEM,2001-09-07T10:56:42
MP/LA/197,LA,197,C/EGD/607,,false,the strand,LEM,2001-09-07T12:35:56,LEM,2001-09-07T12:36:09
MP/LA/198,LA,198,C/EGD/607,Hollow,false,Cannieman's hollow,LEM,2001-09-07T12:36:10,LEM,2001-09-07T12:36:41
MP/LA/199,LA,199,C/EGD/606,Shore,false,,LEM,2001-09-07T12:42:40,LEM,2001-09-07T12:43:00
MP/LA/2,LA,2,C/EGD/160,,false,Madeis Loupe,LEM,2001-05-17T10:50:41,LEM,2001-05-17T10:51:05
MP/LA/201,LA,201,C/EGD/694,Haugh,false,Ward Haugh,LEM,2001-09-11T12:12:34,LEM,2001-09-11T12:12:53
MP/LA/202,LA,202,C/EGD/694,Bridge,false,kirk bridge,LEM,2001-09-11T12:12:54,LEM,2001-09-11T12:13:00
MP/LA/203,LA,203,C/EGD/694,Hilltop,false,corsehill,LEM,2001-09-11T12:13:04,LEM,2001-09-11T12:13:23
MP/LA/204,LA,204,C/EGD/694,Wood,false,Ormeston Wood,LEM,2001-09-11T12:13:25,LEM,2001-09-11T12:13:35
MP/LA/21,LA,21,C/EGD/162,Road,false,Heid of the broken Clasay of Nydrie,LEM,2001-05-21T13:15:22,LEM,2001-05-21T13:15:48
MP/LA/214,LA,214,C/EGD/624,Bridge,false,kirk bridge,LEM,2001-09-11T12:27:56,LEM,2001-09-11T12:28:00
MP/LA/215,LA,215,C/EGD/624,Haugh,false,ward haugh,LEM,2001-09-11T12:28:00,LEM,2001-09-11T12:28:04
MP/LA/216,LA,216,C/EGD/624,Hilltop,false,corsehill,LEM,2001-09-11T12:28:06,LEM,2001-09-11T12:28:10
MP/LA/217,LA,217,C/EGD/693,Burn,false,Murrais burne,LEM,2001-09-11T12:59:36,LEM,2001-09-11T12:59:50
MP/LA/219,LA,219,C/EGD/692,Burn,false,Murrais Burne,LEM,2001-09-11T13:02:08,LEM,2001-09-11T13:02:19
MP/LA/220,LA,220,C/EGD/613,Hilltop,false,Barliehill,LEM,2001-09-11T13:24:07,LEM,2001-09-11T13:24:16
MP/LA/221,LA,221,C/EGD/613,Wood,false,wood head of crighton,LEM,2001-09-11T13:24:46,LEM,2001-09-11T13:24:54
MP/LA/222,LA,222,C/EGD/614,Hilltop,false,Barliehill,LEM,2001-09-11T13:31:43,LEM,2001-09-11T13:31:50
MP/LA/223,LA,223,C/EGD/691,House,false,Helen Laying's (c/egd/692),LEM,2001-09-21T09:09:54,LEM,2001-09-21T09:10:25
MP/LA/224,LA,224,C/EGD/691,,true,flaming fire in Crighton,LEM,2001-09-21T09:10:57,LEM,2001-09-21T09:11:30
MP/LA/225,LA,225,C/EGD/694,,false,Leswade,LEM,2001-09-21T09:16:10,LEM,2001-09-21T09:16:16
MP/LA/226,LA,226,C/EGD/694,,false,Loanhead,LEM,2001-09-21T09:16:16,LEM,2001-09-21T09:16:24
MP/LA/227,LA,227,C/EGD/694,Field,false,,LEM,2001-09-21T09:18:09,LEM,2001-09-21T09:18:38
MP/LA/228,LA,228,C/EGD/694,Burn,false,Cowe burn,LEM,2001-09-21T09:18:39,LEM,2001-09-21T10:28:54
MP/LA/229,LA,229,C/EGD/620,Haugh,false,Ward haugh,LEM,2001-09-21T09:23:36,LEM,2001-09-21T09:23:43
MP/LA/23,LA,23,C/EGD/179,Kirkyard,false,in Glendovan,LEM,2001-05-21T16:56:53,LEM,2001-05-21T16:57:27
MP/LA/230,LA,230,C/EGD/620,Burn,false,Cowe burn,LEM,2001-09-21T09:23:45,LEM,2001-09-21T10:31:00
MP/LA/231,LA,231,C/EGD/692,Burn,false,ward burn,LEM,2001-09-21T09:25:16,LEM,2001-09-21T09:25:36
MP/LA/232,LA,232,C/EGD/692,Yard,false,own yard,LEM,2001-09-21T09:25:38,LEM,2001-09-21T09:26:27
MP/LA/233,LA,233,C/EGD/692,Field,false,black faugh,LEM,2001-09-21T09:29:04,LEM,2001-09-21T09:30:04
MP/LA/234,LA,234,C/EGD/693,House,false,own house between bed and fire,LEM,2001-09-21T09:30:13,LEM,2001-09-21T09:30:23
MP/LA/235,LA,235,C/EGD/693,Burn,false,Templehall burne,LEM,2001-09-21T09:31:04,LEM,2001-09-21T09:31:12
MP/LA/237,LA,237,C/EGD/611,Hilltop,false,Birliehill,LEM,2001-09-21T09:43:45,LEM,2001-09-21T09:43:55
MP/LA/24,LA,24,C/EGD/179,Kirkyard,false,Muckhart,LEM,2001-05-21T16:58:39,jhm,2002-10-22T11:16:42
MP/LA/240,LA,240,C/EGD/696,burn,false,cowe burn,LEM,2001-09-21T13:07:49,LEM,2001-09-21T13:07:53
MP/LA/241,LA,241,C/EGD/696,Bridge,false,Keith Bridge,LEM,2001-09-21T13:07:55,LEM,2001-09-21T13:08:01
MP/LA/242,LA,242,C/EGD/696,House,false,white house in Cranstoun's back yard,LEM,2001-09-21T13:08:01,LEM,2001-09-21T13:08:16
MP/LA/245,LA,245,C/EGD/697,Farm,false,farm brae at midnight,LEM,2001-09-21T13:22:09,LEM,2001-09-21T13:22:15
MP/LA/246,LA,246,C/EGD/697,Dam,false,Line dean,LEM,2001-09-21T13:24:12,LEM,2001-09-21T13:24:25
MP/LA/247,LA,247,C/EGD/697,House,false,white house,LEM,2001-09-21T13:24:27,LEM,2001-09-21T13:24:49
MP/LA/25,LA,25,C/EGD/179,,false,Rumbling Bridge,LEM,2001-05-21T16:59:10,LEM,2001-05-21T17:03:47
MP/LA/252,LA,252,C/EGD/695,Dam,false,Lin Dean,LEM,2001-09-21T13:35:33,LEM,2001-09-21T13:35:36
MP/LA/253,LA,253,C/EGD/695,House,false,whitehouse,LEM,2001-09-21T13:35:38,LEM,2001-09-21T13:35:50
MP/LA/254,LA,254,C/EGD/140,Shore,false,Common Waist Sandhillis near Irving,LEM,2001-09-25T17:02:58,LEM,2001-10-01T10:29:55
MP/LA/256,LA,256,C/EGD/147,Dam,false,Deam futtie of Longniddry,LEM,2001-09-26T16:03:19,LEM,2001-09-26T16:03:41
MP/LA/257,LA,257,C/EGD/147,House,false,Beigis' house,LEM,2001-09-26T16:03:42,LEM,2001-09-26T16:03:52
MP/LA/265,LA,265,C/EGD/140,Kirkyard,false,,LEM,2001-10-01T10:27:23,LEM,2001-10-01T10:27:25
MP/LA/266,LA,266,C/EGD/140,Kirk,false,,LEM,2001-10-01T10:27:25,LEM,2001-10-01T10:27:33
MP/LA/267,LA,267,C/EGD/140,Hilltop,false,Lowdon Hill,LEM,2001-10-01T10:27:33,LEM,2001-10-01T10:28:23
MP/LA/280,LA,280,C/EGD/147,Thorn,false,Seaton-thorn,LEM,2001-10-01T15:26:21,LEM,2001-10-01T15:27:10
MP/LA/281,LA,281,C/EGD/147,Gate,false,iron gate of Seaton,LEM,2001-10-01T15:27:17,LEM,2001-10-01T15:27:23
MP/LA/290,LA,290,C/EGD/137,Craigs,false,Bynnie-craigs,LEM,2001-10-03T09:38:51,LEM,2001-10-03T09:39:10
MP/LA/291,LA,291,C/EGD/137,Craigs,false,Corstorphine-craigs,LEM,2001-10-03T09:39:13,jhm,2002-10-03T16:25:22
MP/LA/292,LA,292,C/EGD/34,Moor,false,Grange-more,LEM,2001-10-08T09:54:35,LEM,2001-10-08T09:54:45
MP/LA/293,LA,293,C/EGD/59,Kirk,true,North Berwick kirk,LEM,2001-10-09T09:31:27,LEM,2001-10-09T09:32:05
MP/LA/294,LA,294,C/EGD/59,Ship,false,A ship off the coast of the pannes,LEM,2001-10-09T09:44:14,LEM,2001-10-09T09:44:24
MP/LA/295,LA,295,C/EGD/59,Hilltop,false,Brumhoillis,LEM,2001-10-09T09:48:00,LEM,2001-10-09T09:48:11
MP/LA/300,LA,300,C/EGD/63,Kirk,true,North Berwick Kirk,LEM,2001-10-09T10:04:55,LEM,2001-10-09T10:05:00
MP/LA/301,LA,301,C/EGD/63,Ship,false,off the coast of the pannes,LEM,2001-10-09T10:05:01,LEM,2001-10-09T10:05:08
MP/LA/306,LA,306,C/EGD/63,Ship,false,the grace of God,LEM,2001-10-09T10:46:11,LEM,2001-10-09T10:46:25
MP/LA/307,LA,307,C/EGD/63,Shore,true,all along the south coast of the forth,LEM,2001-10-09T11:00:04,LEM,2001-10-09T11:48:50
MP/LA/308,LA,308,C/EGD/63,Kirk,false,"Kirk of Garvett, be-eist Burn syde",LEM,2001-10-09T11:58:11,LEM,2001-10-09T11:58:29
MP/LA/309,LA,309,C/EGD/63,,false,Foulstruther,LEM,2001-10-09T12:01:09,LEM,2001-10-09T12:02:29
MP/LA/310,LA,310,C/EGD/63,Kirk,false,Natoun Kirk,LEM,2001-10-09T12:46:59,LEM,2001-10-09T12:47:15
MP/LA/311,LA,311,C/EGD/63,,false,pier-head,LEM,2001-10-09T12:47:18,LEM,2001-10-09T12:47:21
MP/LA/312,LA,312,C/EGD/63,Kirk,true,North Berwick,LEM,2001-10-09T12:47:38,LEM,2001-10-09T12:47:49
MP/LA/32,LA,32,C/LA/2638,House,false,accomplices' house,LEM,2001-05-22T12:18:33,LEM,2001-05-22T12:18:45
MP/LA/33,LA,33,C/EGD/180,House,false,accomplice's house,LEM,2001-05-22T12:28:24,LEM,2001-05-22T12:28:34
MP/LA/34,LA,34,C/EGD/180,,false,on the way to get ale,LEM,2001-05-22T12:29:18,jhm,2002-10-22T11:52:07
MP/LA/355,LA,355,C/EGD/120,,false,Foulstruther,LEM,2001-10-10T09:14:45,LEM,2001-10-10T09:14:52
MP/LA/356,LA,356,C/EGD/110,Kirk,true,North Berwick,LEM,2001-10-10T09:18:54,LEM,2001-10-10T09:19:00
